,nB/n0,cs^2 - ce^2,Neutron d chem pot,Proton d chem pot,electron d chem pot,muon d chem pot,Proton d tilde,muon d tilde,sigma partial nb,omega partial nb,rho partial nb,phi partial nb,Neutron d eff,Proton d eff
0,0.270000000000,0.000841240808,0.000015991856,-0.000136803827,0.000069804798,0.000000000000,0.000082990885,0.000000000000,0.000032908223,0.000018106795,-0.000006793396,0.000000000000,-0.000255035074,-0.000311624125
1,0.280000000000,0.000842090573,0.000014712147,-0.000134130903,0.000068918035,0.000000000000,0.000079925015,0.000000000000,0.000032756001,0.000018047950,-0.000006541046,0.000000000000,-0.000253803439,-0.000310013596
2,0.290000000000,0.000839062979,0.000013498288,-0.000131465874,0.000068049322,0.000000000000,0.000076914840,0.000000000000,0.000032608101,0.000017993918,-0.000006291625,0.000000000000,-0.000252585964,-0.000308449466
3,0.300000000000,0.000832089611,0.000012352155,-0.000128808195,0.000067198085,0.000000000000,0.000073962266,0.000000000000,0.000032464350,0.000017944735,-0.000006045383,0.000000000000,-0.000251382959,-0.000306929882
4,0.310000000000,0.000821503345,0.000011275168,-0.000126157500,0.000066363797,0.000000000000,0.000071068872,0.000000000000,0.000032324586,0.000017900409,-0.000005802530,0.000000000000,-0.000250194603,-0.000305453080
5,0.320000000000,0.000807593400,0.000010268336,-0.000123513586,0.000065545976,0.000000000000,0.000068235946,0.000000000000,0.000032188654,0.000017860924,-0.000005563246,0.000000000000,-0.000249020971,-0.000304017381
6,0.330000000000,0.000790661110,0.000009332297,-0.000120876396,0.000064744175,0.000000000000,0.000065464519,0.000000000000,0.000032056408,0.000017826243,-0.000005327686,0.000000000000,-0.000247862048,-0.000302621186
7,0.340000000000,0.000771014859,0.000008467361,-0.000118246016,0.000063957976,0.000000000000,0.000062755401,0.000000000000,0.000031927709,0.000017796309,-0.000005095978,0.000000000000,-0.000246717749,-0.000301262970
8,0.350000000000,0.000748965663,0.000007673542,-0.000115622652,0.000063186985,0.000000000000,0.000060109209,0.000000000000,0.000031802424,0.000017771049,-0.000004868231,0.000000000000,-0.000245587931,-0.000299941278
9,0.360000000000,0.000724823325,0.000006950598,-0.000113006628,0.000062430831,0.000000000000,0.000057526396,0.000000000000,0.000031680427,0.000017750377,-0.000004644535,0.000000000000,-0.000244472404,-0.000298654720
10,0.370000000000,0.000698893136,0.000006298057,-0.000110398375,0.000061689159,0.000000000000,0.000055007273,0.000000000000,0.000031561597,0.000017734193,-0.000004424964,0.000000000000,-0.000243370940,-0.000297401970
11,0.380000000000,0.000671473060,0.000005715247,-0.000107798418,0.000060961630,0.000000000000,0.000052552035,0.000000000000,0.000031445820,0.000017722386,-0.000004209581,0.000000000000,-0.000242283280,-0.000296181757
12,0.390000000000,0.000642851360,0.000005201322,-0.000105207373,0.000060247922,0.000000000000,0.000050160773,0.000000000000,0.000031332986,0.000017714836,-0.000003998434,0.000000000000,-0.000241209138,-0.000294992867
13,0.400000000000,0.000613304617,0.000004755284,-0.000102625936,0.000059547722,0.000000000000,0.000047833498,0.000000000000,0.000031222990,0.000017711414,-0.000003791562,0.000000000000,-0.000240148212,-0.000293834134
14,0.410000000000,0.000583096102,0.000004376003,-0.000100054877,0.000058860732,0.000000000000,0.000045570149,0.000000000000,0.000031115731,0.000017711985,-0.000003588997,0.000000000000,-0.000239100180,-0.000292704444
15,0.420000000000,0.000552474461,0.000004062236,-0.000097495033,0.000058186663,0.000000000000,0.000043370606,0.000000000000,0.000031011113,0.000017716407,-0.000003390763,0.000000000000,-0.000238064711,-0.000291602724
16,0.430000000000,0.000521672678,0.000003812640,-0.000094947301,0.000057525237,0.000000000000,0.000041234704,0.000000000000,0.000030909045,0.000017724534,-0.000003196875,0.000000000000,-0.000237041463,-0.000290527946
17,0.440000000000,0.000490907286,0.000003625792,-0.000092412629,0.000056876185,0.000000000000,0.000039162236,0.000000000000,0.000030809436,0.000017736215,-0.000003007346,0.000000000000,-0.000236030089,-0.000289479122
